order,heading,roll,pitch,ax,ay,az
489,359.75,1.1875,25.5,0.0,-0.01,-0.01
490,359.75,1.1875,25.5,0.0,-0.01,-0.01
491,359.75,1.1875,25.5,0.01,-0.01,-0.02
492,359.75,1.1875,25.5,0.01,-0.01,-0.02
493,359.75,1.1875,25.5,0.02,-0.01,-0.04
494,359.75,1.1875,25.5,0.02,-0.03,-0.04
495,359.75,1.1875,25.5,0.01,-0.01,-0.04
496,359.75,1.1875,25.5,0.01,-0.01,-0.04
497,359.75,1.1875,25.5,0.01,0.0,-0.04
498,359.75,1.1875,25.5,0.01,0.0,-0.04
499,359.75,1.1875,25.5,0.01,-0.01,-0.02
500,359.75,1.1875,25.5,0.02,-0.02,-0.01
501,359.75,1.1875,25.5,0.02,-0.02,-0.01
502,359.75,1.1875,25.5,0.0,-0.01,-0.01
503,359.75,1.1875,25.5,0.01,-0.02,-0.02
504,359.75,1.1875,25.5,0.01,0.01,0.0
505,359.75,1.1875,25.5,0.01,0.01,0.0
506,359.75,1.1875,25.5,0.0,-0.01,-0.04
507,359.75,1.1875,25.5,0.0,-0.01,-0.04
508,359.75,1.1875,25.5,0.01,-0.02,-0.04
509,359.75,1.1875,25.5,0.01,-0.01,-0.01
510,359.75,1.1875,25.5,0.0,-0.01,-0.03
511,359.75,1.1875,25.5,0.0,-0.01,-0.03
512,359.75,1.1875,25.5,0.0,0.0,-0.03
513,359.75,1.1875,25.5,0.0,0.0,-0.03
514,359.75,1.1875,25.5,0.01,-0.01,-0.02
515,359.75,1.1875,25.5,0.01,-0.01,-0.01
516,359.75,1.1875,25.5,0.01,-0.01,-0.01
517,359.75,1.1875,25.5,0.0,0.0,-0.04
518,359.75,1.1875,25.5,0.01,-0.01,-0.03
519,359.75,1.1875,25.5,0.02,-0.02,-0.04
520,359.75,1.1875,25.5,0.02,-0.02,-0.04
521,359.75,1.1875,25.5,0.0,-0.01,-0.03
522,359.75,1.1875,25.5,0.0,-0.01,-0.03
523,359.75,1.1875,25.5,0.01,-0.02,-0.03
524,359.75,1.1875,25.5,0.01,0.0,-0.01
525,359.75,1.1875,25.5,0.0,-0.02,-0.04
526,359.75,1.1875,25.5,0.0,-0.02,-0.04
527,359.75,1.1875,25.5,0.01,-0.01,-0.03
528,359.75,1.1875,25.5,0.01,0.0,-0.06
529,359.75,1.1875,25.5,0.01,0.0,-0.06
530,359.75,1.1875,25.5,0.0,0.0,-0.02
531,359.75,1.1875,25.5,0.01,0.0,-0.02
532,359.75,1.1875,25.5,0.01,0.0,-0.02
533,359.75,1.1875,25.5,0.01,0.0,-0.02
534,359.75,1.1875,25.5,0.01,0.0,-0.01
535,359.75,1.1875,25.5,0.01,0.0,-0.01
536,359.75,1.1875,25.5,0.01,0.0,-0.04
537,359.75,1.1875,25.5,0.01,-0.01,-0.01
538,359.75,1.1875,25.5,0.01,-0.01,-0.01
539,359.75,1.1875,25.5,0.01,0.0,-0.02
540,359.75,1.1875,25.5,0.0,-0.01,-0.03
541,359.75,1.1875,25.5,0.01,-0.01,-0.03
542,359.75,1.1875,25.5,0.0,0.0,-0.04
543,359.75,1.1875,25.5,0.0,0.0,-0.04
544,359.75,1.1875,25.5,0.0,-0.01,-0.03
545,359.75,1.1875,25.5,0.0,-0.01,-0.03
546,359.75,1.1875,25.5,0.0,-0.01,-0.04
547,359.75,1.1875,25.5,0.02,-0.01,-0.01
548,359.75,1.1875,25.5,0.0,0.01,-0.04
549,359.75,1.1875,25.5,0.0,0.01,-0.04
550,359.75,1.1875,25.5,0.0,-0.03,-0.06
551,359.75,1.1875,25.5,0.0,-0.03,-0.06
552,359.75,1.1875,25.5,0.01,-0.02,-0.04
553,359.75,1.1875,25.5,0.01,0.0,-0.02
554,359.75,1.1875,25.5,0.01,0.0,0.0
555,359.75,1.1875,25.5,0.01,0.0,0.0
556,359.75,1.1875,25.5,0.03,-0.01,-0.04
557,359.75,1.1875,25.5,0.02,-0.01,-0.02
558,359.75,1.1875,25.5,0.02,-0.01,-0.02
559,359.75,1.1875,25.5,0.02,0.0,-0.01
560,359.75,1.1875,25.5,0.01,-0.01,-0.05
561,359.75,1.1875,25.5,0.02,0.0,-0.02
562,359.75,1.1875,25.5,0.02,0.0,-0.02
563,359.75,1.1875,25.5,0.0,0.0,-0.02
564,359.75,1.1875,25.5,0.0,0.0,-0.05
565,359.75,1.1875,25.5,0.0,0.0,-0.05
566,359.75,1.1875,25.5,0.01,0.0,-0.02
567,359.75,1.1875,25.5,0.0,-0.02,-0.02
568,359.75,1.1875,25.5,0.02,-0.01,-0.03
569,359.75,1.1875,25.5,0.02,-0.01,-0.03
570,359.75,1.1875,25.5,0.01,-0.02,-0.03
571,359.75,1.1875,25.5,0.0,-0.02,-0.04
572,359.75,1.1875,25.5,0.0,-0.02,-0.04
573,359.75,1.1875,25.5,0.01,-0.01,-0.04
574,359.75,1.1875,25.5,0.01,0.0,-0.03
575,359.75,1.1875,25.5,0.01,-0.01,-0.02
576,359.75,1.1875,25.5,0.01,-0.01,-0.02
577,359.75,1.1875,25.5,0.01,-0.01,-0.01
578,359.75,1.1875,25.5,0.01,-0.01,-0.04
579,359.75,1.1875,25.5,0.01,-0.01,-0.04
580,359.75,1.1875,25.5,0.01,0.0,-0.04
581,359.75,1.1875,25.5,0.02,-0.02,-0.03
582,359.75,1.1875,25.5,0.01,0.0,-0.03
583,359.75,1.1875,25.5,0.0,0.0,-0.04
584,359.75,1.1875,25.5,0.0,0.0,-0.04
585,359.75,1.1875,25.5,0.01,-0.01,-0.02
586,359.75,1.1875,25.5,0.0,0.01,-0.03
587,359.75,1.1875,25.5,0.0,0.01,-0.03
588,359.75,1.1875,25.5,0.0,-0.02,-0.01
589,359.75,1.1875,25.5,0.0,0.0,0.0
590,359.75,1.1875,25.5,0.0,-0.01,-0.02
591,359.75,1.1875,25.5,0.0,-0.01,-0.02
592,359.75,1.1875,25.5,0.01,-0.03,-0.04
593,359.75,1.1875,25.5,0.01,-0.01,-0.06
594,359.75,1.1875,25.5,0.01,-0.01,-0.06
595,359.75,1.1875,25.5,0.0,0.0,-0.01
596,359.75,1.1875,25.5,0.0,0.0,-0.04
597,359.75,1.1875,25.5,0.01,0.0,-0.01
598,359.75,1.1875,25.5,0.03,0.0,-0.04
599,359.75,1.1875,25.5,0.02,0.0,-0.03
600,359.75,1.1875,25.5,0.02,0.0,-0.03
601,359.75,1.1875,25.5,0.01,-0.02,0.0
602,359.75,1.1875,25.5,0.01,-0.02,-0.02
603,359.75,1.1875,25.5,0.0,-0.01,-0.04
604,359.75,1.1875,25.5,0.0,-0.01,-0.04
605,359.75,1.1875,25.5,0.0,0.0,-0.04
606,359.75,1.1875,25.5,0.0,0.0,-0.03
607,359.75,1.1875,25.5,0.0,0.0,-0.03
608,359.75,1.1875,25.5,0.01,-0.01,-0.02
609,359.75,1.1875,25.5,0.01,0.0,-0.02
610,359.75,1.1875,25.5,0.0,0.0,-0.06
611,359.75,1.1875,25.5,0.0,0.0,-0.06
612,359.75,1.1875,25.5,0.02,-0.01,-0.03
613,359.75,1.1875,25.5,0.0,0.0,-0.04
614,359.75,1.1875,25.5,0.01,0.0,-0.04
615,359.75,1.1875,25.5,0.0,0.0,-0.04
616,359.75,1.1875,25.5,0.0,0.0,-0.04
617,359.75,1.1875,25.5,0.02,-0.02,-0.02
618,359.75,1.1875,25.5,0.02,-0.01,-0.02
619,359.75,1.1875,25.5,0.02,-0.01,-0.02
620,359.75,1.1875,25.5,0.02,0.0,-0.03
621,359.75,1.1875,25.5,0.01,0.0,0.0
622,359.75,1.1875,25.5,0.01,0.0,-0.02
623,359.75,1.1875,25.5,0.01,0.0,-0.02
624,359.75,1.1875,25.5,0.0,0.01,-0.03
625,359.75,1.1875,25.5,0.0,0.01,-0.03
626,359.75,1.1875,25.5,0.02,0.01,-0.04
627,359.75,1.1875,25.5,0.02,0.01,-0.04
628,359.75,1.1875,25.5,0.0,0.0,-0.03
629,359.75,1.1875,25.5,0.02,-0.01,-0.05
630,359.75,1.1875,25.5,0.02,0.0,-0.02
631,359.75,1.1875,25.5,0.01,-0.01,-0.01
632,359.75,1.1875,25.5,0.01,0.0,-0.04
633,359.75,1.1875,25.5,0.0,-0.02,0.0
634,359.75,1.1875,25.5,0.0,-0.02,-0.04
635,359.75,1.1875,25.5,0.0,-0.02,-0.04
636,359.75,1.1875,25.5,0.01,0.0,-0.04
637,359.75,1.1875,25.5,0.0,0.0,-0.03
638,359.75,1.1875,25.5,0.01,-0.01,-0.02
639,359.75,1.1875,25.5,0.01,-0.01,-0.02
640,359.75,1.1875,25.5,0.01,-0.01,-0.02
641,359.75,1.1875,25.5,0.0,0.0,-0.05
642,359.75,1.1875,25.5,0.0,0.0,-0.05
643,359.75,1.1875,25.5,0.02,0.0,-0.03
644,359.75,1.1875,25.5,0.01,0.0,-0.03
645,359.75,1.1875,25.5,0.0,-0.01,-0.04
646,359.75,1.1875,25.5,0.01,0.0,-0.04
647,359.75,1.1875,25.5,0.01,0.0,-0.04
648,359.75,1.1875,25.5,0.0,0.0,-0.03
649,359.75,1.1875,25.5,0.0,0.0,-0.03
650,359.75,1.1875,25.5,0.0,-0.02,-0.05
651,359.75,1.1875,25.5,0.01,0.0,-0.03
652,359.75,1.1875,25.5,0.01,0.0,-0.03
653,359.75,1.1875,25.5,0.01,0.0,-0.03
654,359.75,1.1875,25.5,0.01,-0.01,-0.03
655,359.75,1.1875,25.5,0.03,-0.01,-0.04
656,359.75,1.1875,25.5,0.01,0.0,-0.01
657,359.75,1.1875,25.5,0.01,0.0,-0.01
658,359.75,1.1875,25.5,0.02,0.0,-0.04
659,359.75,1.1875,25.5,0.01,-0.01,0.0
660,359.75,1.1875,25.5,0.01,-0.01,0.0
661,359.75,1.1875,25.5,0.01,0.01,-0.01
662,359.75,1.1875,25.5,0.0,-0.02,-0.07
663,359.75,1.1875,25.5,0.0,-0.02,-0.07
664,359.75,1.1875,25.5,0.02,-0.01,-0.01
665,359.75,1.1875,25.5,0.01,0.0,-0.02
666,359.75,1.1875,25.5,0.01,0.0,-0.01
667,359.75,1.1875,25.5,0.0,0.0,-0.04
668,359.75,1.1875,25.5,0.0,0.0,-0.04
669,359.75,1.1875,25.5,0.01,-0.01,-0.04
670,359.75,1.1875,25.5,0.01,-0.01,-0.04
671,359.75,1.1875,25.5,0.0,0.0,-0.03
672,359.75,1.1875,25.5,0.01,-0.01,-0.03
673,359.75,1.1875,25.5,0.01,-0.02,-0.04
674,359.75,1.1875,25.5,0.01,-0.02,-0.04
675,359.75,1.1875,25.5,0.01,0.0,-0.02
676,359.75,1.1875,25.5,0.01,-0.01,-0.03
677,359.75,1.1875,25.5,0.01,-0.01,-0.03
678,359.75,1.1875,25.5,0.0,-0.02,-0.03
679,359.75,1.1875,25.5,0.0,-0.02,-0.03
680,359.75,1.1875,25.5,0.01,0.0,-0.03
681,359.75,1.1875,25.5,0.01,0.0,-0.03
682,359.75,1.1875,25.5,0.01,0.0,-0.06
683,359.75,1.1875,25.5,0.01,0.0,-0.04
684,359.75,1.1875,25.5,0.01,0.0,-0.04
685,359.75,1.1875,25.5,0.01,0.0,-0.02
686,359.75,1.1875,25.5,0.01,0.01,-0.01
687,359.75,1.1875,25.5,0.01,-0.02,-0.02
688,359.75,1.1875,25.5,0.01,-0.02,-0.02
689,359.75,1.1875,25.5,0.0,0.0,-0.03
690,359.75,1.1875,25.5,0.02,0.0,-0.02
691,359.75,1.1875,25.5,0.02,0.0,-0.02
692,359.75,1.1875,25.5,0.03,-0.01,-0.01
693,359.75,1.1875,25.5,0.0,0.0,-0.02
694,359.75,1.1875,25.5,0.0,0.01,-0.03
695,359.75,1.1875,25.5,0.0,0.01,-0.03
696,359.75,1.1875,25.5,0.02,0.0,-0.07
697,359.75,1.1875,25.5,0.01,0.0,-0.01
698,359.75,1.1875,25.5,0.01,0.0,-0.01
699,359.75,1.1875,25.5,0.01,-0.02,-0.06
700,359.75,1.1875,25.5,0.0,0.0,-0.02
701,359.75,1.1875,25.5,0.0,0.0,0.0
702,359.75,1.1875,25.5,0.0,0.0,0.0
703,359.75,1.1875,25.5,0.02,0.01,-0.04
704,359.75,1.1875,25.5,0.0,0.01,-0.02
705,359.75,1.1875,25.5,0.0,0.01,-0.02
706,359.75,1.1875,25.5,0.01,-0.02,-0.05
707,359.75,1.1875,25.5,0.0,-0.01,-0.01
708,359.75,1.1875,25.5,0.01,0.0,-0.01
709,359.75,1.1875,25.5,0.0,0.0,-0.01
710,359.75,1.1875,25.5,0.0,0.0,-0.01
711,359.75,1.1875,25.5,-0.01,-0.01,-0.05
712,359.75,1.1875,25.5,0.01,-0.01,-0.01
713,359.75,1.1875,25.5,0.02,0.0,-0.03
714,359.75,1.1875,25.5,0.01,-0.01,-0.01
715,359.75,1.1875,25.5,0.01,-0.02,-0.05
716,359.75,1.1875,25.5,0.01,-0.02,-0.05
717,359.75,1.1875,25.5,0.01,0.0,-0.03
718,359.75,1.1875,25.5,0.01,-0.02,-0.04
719,359.75,1.1875,25.5,0.02,0.0,-0.01
720,359.75,1.1875,25.5,0.0,0.0,-0.01
721,359.75,1.1875,25.5,0.0,0.0,-0.01
722,359.75,1.1875,25.5,0.01,0.0,-0.05
723,359.75,1.1875,25.5,0.01,0.0,-0.01
724,359.75,1.1875,25.5,0.03,0.01,-0.01
725,359.75,1.1875,25.5,0.01,0.0,-0.01
726,359.75,1.1875,25.5,0.01,0.0,-0.01
727,359.75,1.1875,25.5,0.0,-0.01,-0.01
728,359.75,1.1875,25.5,0.01,0.0,-0.02
729,359.75,1.1875,25.5,0.01,0.0,-0.02
730,359.75,1.1875,25.5,0.0,-0.01,-0.02
731,359.75,1.1875,25.5,0.0,0.01,-0.01
732,359.75,1.1875,25.5,0.01,-0.01,-0.03
733,359.75,1.1875,25.5,0.01,-0.01,-0.03
734,359.75,1.1875,25.5,0.0,-0.01,-0.03
735,359.75,1.1875,25.5,0.0,0.0,-0.01
736,359.75,1.1875,25.5,0.0,0.0,-0.01
737,359.75,1.1875,25.5,0.0,-0.01,-0.01
738,359.75,1.1875,25.5,0.02,0.0,-0.03
739,359.75,1.1875,25.5,0.02,0.0,-0.03
740,359.75,1.1875,25.5,0.01,0.01,-0.05
741,359.75,1.1875,25.5,0.0,-0.02,-0.04
742,359.75,1.1875,25.5,0.01,-0.01,-0.02
743,359.75,1.1875,25.5,0.01,0.01,-0.01
744,359.75,1.1875,25.5,0.01,0.0,-0.04
745,359.75,1.1875,25.5,0.01,0.0,-0.04
746,359.75,1.1875,25.5,0.01,0.0,-0.04
747,359.75,1.1875,25.5,0.01,-0.01,-0.01
748,359.75,1.1875,25.5,0.03,0.0,-0.04
749,359.75,1.1875,25.5,0.02,-0.02,-0.02
750,359.75,1.1875,25.5,0.02,-0.02,-0.02
751,359.75,1.1875,25.5,0.0,-0.01,-0.04
752,359.75,1.1875,25.5,0.01,0.0,-0.03
753,359.75,1.1875,25.5,0.01,0.0,-0.03
754,359.75,1.1875,25.5,0.02,-0.02,-0.02
755,359.75,1.1875,25.5,0.02,-0.02,-0.02
756,359.75,1.1875,25.5,0.02,-0.02,-0.03
757,359.75,1.1875,25.5,0.0,-0.01,-0.04
758,359.75,1.1875,25.5,0.0,-0.01,-0.04
759,359.75,1.1875,25.5,0.01,-0.01,-0.04
760,359.75,1.1875,25.5,0.01,0.0,-0.01
761,359.75,1.1875,25.5,0.02,-0.01,-0.01
762,359.75,1.1875,25.5,0.0,-0.02,-0.01
763,359.75,1.1875,25.5,0.01,0.0,-0.05
764,359.75,1.1875,25.5,0.01,0.0,-0.05
765,359.75,1.1875,25.5,0.0,-0.01,-0.05
766,359.75,1.1875,25.5,0.01,-0.01,-0.03
767,359.75,1.1875,25.5,0.01,0.0,-0.04
768,359.75,1.1875,25.5,0.01,0.0,-0.04
769,359.75,1.1875,25.5,0.0,-0.02,-0.04
770,359.75,1.1875,25.5,0.0,-0.02,-0.04
771,359.75,1.1875,25.5,0.0,0.0,-0.04
772,359.75,1.1875,25.5,0.01,-0.01,-0.05
773,359.75,1.1875,25.5,0.01,-0.01,-0.05
774,359.75,1.1875,25.5,0.01,0.0,-0.01
775,359.75,1.1875,25.5,0.01,-0.01,-0.03
776,359.75,1.1875,25.5,0.01,0.0,-0.02
777,359.75,1.1875,25.5,0.01,0.0,-0.02
778,359.75,1.1875,25.5,0.0,-0.01,-0.04
779,359.75,1.1875,25.5,0.01,-0.01,-0.04
780,359.75,1.1875,25.5,0.01,-0.02,-0.02
781,359.75,1.1875,25.5,0.01,0.0,-0.02
782,359.75,1.1875,25.5,0.01,0.0,-0.02
783,359.75,1.1875,25.5,0.02,-0.03,-0.01
784,359.75,1.1875,25.5,0.02,-0.03,-0.01
785,359.75,1.1875,25.5,0.01,-0.02,-0.06
786,359.75,1.1875,25.5,0.02,0.0,-0.03
787,359.75,1.1875,25.5,0.02,0.0,-0.03
788,359.75,1.1875,25.5,0.01,-0.01,-0.06
789,359.75,1.1875,25.5,0.0,0.0,-0.04
790,359.75,1.1875,25.5,0.0,0.0,-0.06
791,359.75,1.1875,25.5,0.0,0.0,-0.06
792,359.75,1.1875,25.5,0.01,0.0,-0.05
793,359.75,1.1875,25.5,0.01,0.0,-0.05
794,359.75,1.1875,25.5,0.01,-0.01,-0.01
795,359.75,1.1875,25.5,0.01,-0.02,-0.03
796,359.75,1.1875,25.5,0.01,-0.01,-0.01
797,359.75,1.1875,25.5,0.01,-0.01,-0.01
798,359.75,1.1875,25.5,0.01,-0.04,-0.01
799,359.75,1.1875,25.5,0.01,0.0,-0.06
800,359.75,1.1875,25.5,0.01,0.0,-0.06
801,359.75,1.1875,25.5,0.01,0.0,-0.03
802,359.75,1.1875,25.5,0.0,-0.01,-0.01
803,359.75,1.1875,25.5,0.02,-0.02,-0.01
804,359.75,1.1875,25.5,0.0,-0.01,-0.03
805,359.75,1.1875,25.5,0.0,-0.01,-0.03
806,359.75,1.1875,25.5,0.02,-0.02,-0.06
807,359.75,1.1875,25.5,0.02,-0.02,-0.06
808,359.75,1.1875,25.5,0.0,-0.01,-0.01
809,359.75,1.1875,25.5,0.01,0.0,-0.01
810,359.75,1.1875,25.5,0.01,-0.01,-0.02
811,359.75,1.1875,25.5,0.01,-0.01,-0.02
812,359.75,1.1875,25.5,0.01,-0.01,-0.02
813,359.75,1.1875,25.5,0.01,0.0,-0.05
814,359.75,1.1875,25.5,0.01,0.0,-0.05
815,359.75,1.1875,25.5,0.01,-0.02,-0.05
816,359.75,1.1875,25.5,0.02,0.0,0.0
817,359.75,1.1875,25.5,0.01,0.0,-0.03
818,359.75,1.1875,25.5,0.01,0.0,-0.03
819,359.75,1.1875,25.5,0.0,0.0,-0.02
820,359.75,1.1875,25.5,0.0,0.01,-0.03
821,359.75,1.1875,25.5,0.0,0.01,-0.03
822,359.75,1.1875,25.5,0.0,0.0,-0.03
823,359.75,1.1875,25.5,0.02,-0.01,-0.01
824,359.75,1.1875,25.5,0.0,-0.02,-0.01
825,359.75,1.1875,25.5,0.0,-0.02,-0.01
826,359.75,1.1875,25.5,0.0,-0.01,-0.04
827,359.75,1.1875,25.5,0.0,-0.01,-0.04
828,359.75,1.1875,25.5,0.0,-0.01,-0.05
829,359.75,1.1875,25.5,0.01,-0.01,-0.04
830,359.75,1.1875,25.5,0.01,-0.01,-0.04
831,359.75,1.1875,25.5,0.01,0.0,-0.01
832,359.75,1.1875,25.5,0.0,0.0,-0.02
833,359.75,1.1875,25.5,0.0,0.0,-0.02
834,359.75,1.1875,25.5,0.01,0.0,-0.03
835,359.75,1.1875,25.5,0.01,-0.01,-0.03
836,359.75,1.1875,25.5,0.01,-0.01,-0.03
837,359.75,1.1875,25.5,0.02,0.0,-0.04
838,359.75,1.1875,25.5,0.01,0.0,-0.04
839,359.75,1.1875,25.5,0.01,0.0,-0.02
840,359.75,1.1875,25.5,0.01,0.0,-0.02
841,359.75,1.1875,25.5,0.0,0.0,-0.02
842,359.75,1.1875,25.5,0.02,0.01,-0.05
843,359.75,1.1875,25.5,0.02,0.01,-0.05
844,359.75,1.1875,25.5,0.0,-0.01,-0.01
845,359.75,1.1875,25.5,0.0,-0.01,-0.01
846,359.75,1.1875,25.5,0.02,-0.01,-0.05
847,359.75,1.1875,25.5,0.02,-0.01,-0.05
848,359.75,1.1875,25.5,0.02,-0.01,0.0
849,359.75,1.1875,25.5,0.02,0.0,-0.03
850,359.75,1.1875,25.5,0.02,0.0,-0.03
851,359.75,1.1875,25.5,0.01,0.0,-0.03
852,359.75,1.1875,25.5,0.02,0.0,-0.05
853,359.75,1.1875,25.5,0.01,0.0,-0.01
854,359.75,1.1875,25.5,0.01,0.0,-0.01
855,359.75,1.1875,25.5,0.01,0.0,-0.02
856,359.75,1.1875,25.5,0.0,-0.01,-0.03
857,359.75,1.1875,25.5,0.0,-0.01,-0.03
858,359.75,1.1875,25.5,0.01,0.0,-0.03
859,359.75,1.1875,25.5,0.01,0.0,-0.02
860,359.75,1.1875,25.5,0.01,0.0,-0.02
861,359.75,1.1875,25.5,0.01,0.0,-0.02
862,359.75,1.1875,25.5,0.01,0.0,-0.01
863,359.75,1.1875,25.5,0.01,-0.01,-0.02
864,359.75,1.1875,25.5,0.01,-0.01,-0.02
865,359.75,1.1875,25.5,0.02,-0.01,-0.01
866,359.75,1.1875,25.5,0.0,0.01,-0.03
867,359.75,1.1875,25.5,0.01,0.01,-0.02
868,359.75,1.1875,25.5,0.01,0.0,-0.01
869,359.75,1.1875,25.5,0.01,0.0,-0.02
870,359.75,1.1875,25.5,0.01,0.0,-0.02
871,359.75,1.1875,25.5,0.01,-0.01,-0.02
872,359.75,1.1875,25.5,0.0,0.0,-0.02
873,359.75,1.1875,25.5,0.0,0.01,-0.03
874,359.75,1.1875,25.5,0.01,0.0,-0.05
875,359.75,1.1875,25.5,0.0,-0.01,-0.04
876,359.75,1.1875,25.5,0.0,-0.01,-0.04
877,359.75,1.1875,25.5,0.01,0.0,-0.01
878,359.75,1.1875,25.5,0.01,0.01,-0.03
879,359.75,1.1875,25.5,0.0,0.0,-0.03
880,359.75,1.1875,25.5,0.03,-0.01,-0.03
881,359.75,1.1875,25.5,0.01,-0.01,-0.04
882,359.75,1.1875,25.5,0.01,-0.01,-0.04
883,359.75,1.1875,25.5,0.01,0.0,0.0
884,359.75,1.1875,25.5,0.0,-0.01,0.0
885,359.75,1.1875,25.5,0.0,-0.01,0.0
886,359.75,1.1875,25.5,0.01,0.01,-0.04
887,359.75,1.1875,25.5,0.01,0.0,-0.07
888,359.75,1.1875,25.5,0.01,0.0,-0.07
889,359.75,1.1875,25.5,0.03,0.0,-0.03
890,359.75,1.1875,25.5,0.02,0.0,-0.02
891,359.75,1.1875,25.5,0.0,-0.01,0.0
892,359.75,1.1875,25.5,0.0,0.0,-0.04
893,359.75,1.1875,25.5,0.0,0.0,-0.04
894,359.75,1.1875,25.5,0.01,-0.02,-0.04
895,359.75,1.1875,25.5,0.01,0.0,-0.05
896,359.75,1.1875,25.5,0.01,0.0,-0.05
897,359.75,1.1875,25.5,0.02,0.0,-0.03
898,359.75,1.1875,25.5,0.02,0.0,-0.03
899,359.75,1.1875,25.5,0.01,-0.01,-0.04
900,359.75,1.1875,25.5,0.0,0.0,-0.04
901,359.75,1.1875,25.5,0.0,0.0,-0.04
902,359.75,1.1875,25.5,0.01,0.0,-0.01
903,359.75,1.1875,25.5,0.0,0.0,-0.03
904,359.75,1.1875,25.5,0.01,0.01,-0.02
905,359.75,1.1875,25.5,0.02,0.0,0.0
906,359.75,1.1875,25.5,0.01,-0.01,-0.04
907,359.75,1.1875,25.5,0.01,0.0,0.0
908,359.75,1.1875,25.5,0.01,0.0,0.0
909,359.75,1.1875,25.5,0.01,0.0,-0.03
910,359.75,1.1875,25.5,0.01,0.0,-0.03
911,359.75,1.1875,25.5,0.0,0.0,-0.02
912,359.75,1.1875,25.5,0.02,0.0,-0.05
913,359.75,1.1875,25.5,0.02,0.0,-0.05
914,359.75,1.1875,25.5,0.0,0.0,-0.04
915,359.75,1.1875,25.5,0.01,-0.01,-0.01
916,359.75,1.1875,25.5,0.0,0.0,-0.04
917,359.75,1.1875,25.5,0.0,0.0,-0.03
918,359.75,1.1875,25.5,0.0,0.0,-0.03
919,359.75,1.1875,25.5,0.01,0.01,-0.04
920,359.75,1.1875,25.5,0.01,0.0,-0.03
921,359.75,1.1875,25.5,0.0,0.0,-0.03
922,359.75,1.1875,25.5,0.01,0.0,-0.03
923,359.75,1.1875,25.5,0.01,0.0,-0.03
924,359.75,1.1875,25.5,0.0,0.0,-0.01
925,359.75,1.1875,25.5,0.02,-0.02,-0.04
926,359.75,1.1875,25.5,0.01,0.0,-0.04
927,359.75,1.1875,25.5,0.02,0.0,-0.03
928,359.75,1.1875,25.5,0.01,-0.01,-0.06
929,359.75,1.1875,25.5,0.01,-0.01,-0.05
930,359.75,1.1875,25.5,0.01,-0.01,-0.05
931,359.75,1.1875,25.5,0.02,0.0,-0.04
932,359.75,1.1875,25.5,0.0,0.0,-0.04
933,359.75,1.1875,25.5,0.0,0.0,-0.04
934,359.75,1.1875,25.5,0.0,0.0,0.0
935,359.75,1.1875,25.5,0.01,0.0,-0.02
936,359.75,1.1875,25.5,0.02,0.0,-0.02
937,359.75,1.1875,25.5,0.02,0.0,-0.02
938,359.75,1.1875,25.5,0.01,-0.01,-0.03
939,359.75,1.1875,25.5,0.01,-0.01,-0.02
940,359.75,1.1875,25.5,0.01,0.0,-0.03
941,359.75,1.1875,25.5,0.01,0.01,-0.01
942,359.75,1.1875,25.5,0.01,-0.01,-0.02
943,359.75,1.1875,25.5,0.0,0.0,-0.05
944,359.75,1.1875,25.5,0.0,0.0,-0.05
945,359.75,1.1875,25.5,0.01,-0.01,-0.03
946,359.75,1.1875,25.5,0.01,-0.01,-0.03
947,359.75,1.1875,25.5,0.01,-0.03,-0.02
948,359.75,1.1875,25.5,0.0,0.0,-0.02
949,359.75,1.1875,25.5,0.02,0.0,-0.04
950,359.75,1.1875,25.5,0.02,0.0,-0.04
951,359.75,1.1875,25.5,0.01,0.0,-0.05
952,359.75,1.1875,25.5,0.0,0.01,-0.03
953,359.75,1.1875,25.5,0.0,0.01,-0.03
954,359.75,1.1875,25.5,0.01,0.0,0.0
955,359.75,1.1875,25.5,0.01,0.0,-0.02
956,359.75,1.1875,25.5,0.01,0.0,-0.02
957,359.75,1.1875,25.5,0.01,0.0,-0.02
958,359.75,1.1875,25.5,0.01,0.0,-0.04
959,359.75,1.1875,25.5,0.01,0.0,-0.04
960,359.75,1.1875,25.5,0.01,0.0,-0.05
961,359.75,1.1875,25.5,0.01,0.0,-0.01
962,359.75,1.1875,25.5,0.01,-0.01,-0.01
963,359.75,1.1875,25.5,0.01,-0.01,-0.01
964,359.75,1.1875,25.5,0.01,0.0,-0.01
965,359.75,1.1875,25.5,0.01,0.0,-0.01
966,359.75,1.1875,25.5,0.01,0.0,-0.04
967,359.75,1.1875,25.5,0.01,0.0,0.0
968,359.75,1.1875,25.5,0.01,0.0,-0.03
969,359.75,1.1875,25.5,0.01,0.0,-0.04
970,359.75,1.1875,25.5,0.01,0.0,-0.04
971,359.75,1.1875,25.5,0.01,0.0,-0.03
972,359.75,1.1875,25.5,0.01,0.0,-0.03
973,359.75,1.1875,25.5,0.0,0.0,-0.02
974,359.75,1.1875,25.5,0.01,0.0,-0.05
975,359.75,1.1875,25.5,0.01,0.0,-0.05
976,359.75,1.1875,25.5,0.02,0.0,-0.01
977,359.75,1.1875,25.5,0.02,0.0,-0.01
978,359.75,1.1875,25.5,0.01,0.0,-0.02
979,359.75,1.1875,25.5,0.01,0.0,-0.02
980,359.75,1.1875,25.5,0.01,-0.01,-0.02
