order,heading,roll,pitch,ax,ay,az
457,136.0625,0.9375,-17.25,-0.23,-0.7,0.3
458,136.25,0.9375,-17.1875,1.5,-2.35,0.5
459,136.375,0.9375,-17.125,-0.57,-2.13,0.5
460,136.4375,0.8125,-17.1875,-0.81,-1.73,1.71
461,136.4375,0.9375,-17.1875,-0.48,-0.12,-0.46
462,136.4375,1.125,-17.125,1.25,-1.9,-0.12
463,136.5,1.1875,-17.0,3.24,-1.68,-1.95
464,136.375,1.125,-16.9375,2.46,-2.58,-3.14
465,136.3125,0.625,-17.0625,-2.91,-3.64,-0.03
466,136.1875,0.5625,-17.1875,-1.1,-1.56,-0.44
467,136.1875,0.6875,-17.375,-0.24,-2.02,0.54
468,136.3125,0.75,-17.375,2.84,2.12,1.17
469,136.5,0.75,-17.1875,-0.72,-2.37,-1.53
470,136.4375,0.5625,-17.125,-1.67,-0.14,4.19
471,136.4375,0.5625,-17.125,-1.82,-4.03,-2.14
472,136.4375,0.75,-17.1875,-0.18,0.23,-1.46
473,136.4375,0.875,-17.125,3.52,-4.63,-5.14
474,136.375,0.625,-17.0625,1.77,0.81,-0.35
475,136.3125,0.3125,-17.1875,-5.26,-1.21,6.15
476,136.3125,0.5,-17.3125,-0.76,1.02,-1.07
477,136.375,0.75,-17.3125,-0.57,-2.92,1.02
478,136.4375,0.875,-17.1875,3.99,2.95,0.15
479,136.375,0.6875,-17.0625,3.71,-3.64,-4.33
480,136.3125,0.3125,-17.0625,-3.97,-1.74,4.62
481,136.25,0.375,-17.125,-1.18,-0.99,-0.79
482,136.1875,0.625,-17.125,6.64,5.99,4.4
483,136.3125,0.6875,-16.9375,9.63,-0.78,-5.96
484,136.1875,1.0,-16.6875,8.11,1.87,-5.98
485,135.5,0.9375,-16.75,3.19,5.31,3.31
486,134.375,0.8125,-16.9375,6.05,6.36,-1.13
487,131.3125,1.375,-17.0625,6.38,4.9,-1.65
488,129.3125,1.5625,-16.875,5.62,2.8,-2.35
489,127.1875,1.4375,-16.75,5.28,2.95,-3.25
490,124.9375,1.0625,-16.875,-1.82,3.21,4.59
491,122.8125,1.0625,-16.9375,1.14,1.36,0.4
492,120.625,1.375,-17.0625,4.4,0.46,-2.29
493,118.4375,1.5,-17.25,4.58,4.72,-1.57
494,116.125,1.4375,-17.25,2.5,3.1,-1.46
495,113.75,1.3125,-17.0,-1.07,-0.8,4.29
496,111.5625,1.5,-16.875,1.58,1.91,0.22
497,109.375,1.5625,-16.9375,-2.63,-2.6,2.21
498,107.125,1.5,-16.9375,1.81,5.92,-0.56
499,105.0,1.8125,-17.0625,1.79,-1.96,-2.09
500,102.9375,2.125,-17.0,3.21,1.13,-0.69
501,98.6875,2.3125,-16.8125,1.76,-0.8,-1.64
502,96.5625,2.0625,-16.75,1.77,1.93,-1.9
503,92.5625,1.6875,-16.875,2.42,1.97,-2.4
504,86.8125,1.75,-17.125,-1.81,2.39,5.16
505,83.1875,1.375,-16.9375,0.87,-2.38,0.18
506,77.6875,1.6875,-16.8125,2.15,-1.61,0.19
507,73.9375,1.8125,-17.125,0.33,0.04,-0.58
508,70.375,2.0,-17.0625,-0.59,3.6,0.2
509,67.25,1.875,-16.9375,-1.74,1.7,-0.19
510,64.375,1.5625,-16.8125,0.27,-0.45,0.6
511,62.875,1.6875,-16.75,2.28,-1.54,-0.08
512,61.3125,1.8125,-16.75,-4.59,1.57,4.89
513,59.8125,1.6875,-16.875,-0.29,-2.55,-2.25
514,58.625,1.875,-16.875,2.35,0.94,0.11
515,56.375,2.125,-16.75,-0.37,-3.71,1.23
516,55.375,2.25,-16.5625,-1.88,-1.51,1.37
517,54.5625,2.5,-16.4375,3.48,-2.55,-1.49
518,53.625,2.375,-16.375,2.49,-2.45,-3.77
519,52.8125,2.0625,-16.5,-2.48,1.57,3.67
520,52.125,1.9375,-16.5,0.15,2.78,-1.88
521,51.375,1.9375,-16.6875,-1.92,-2.68,0.71
522,50.8125,1.9375,-16.75,-0.62,-2.01,0.47
523,50.375,1.875,-16.6875,-2.14,-0.88,-0.14
524,49.5625,2.0,-16.375,-1.83,0.01,0.3
525,49.25,2.125,-16.3125,0.17,0.11,-0.12
526,48.9375,2.125,-16.25,-2.37,-1.35,0.83
527,48.625,2.125,-16.3125,-0.35,-0.24,2.19
528,48.1875,2.25,-16.4375,-0.54,-0.53,0.33
529,48.0,2.375,-16.5625,0.32,0.53,-0.36
530,47.875,2.4375,-16.5625,1.05,-0.38,-0.63
531,47.6875,2.3125,-16.5625,-0.1,-1.85,-0.98
532,47.5,2.1875,-16.625,-1.15,-1.23,0.73
533,47.375,2.1875,-16.5,0.76,-1.08,-0.2
534,47.1875,2.125,-16.5625,1.68,-1.66,-0.8
535,47.0,2.0625,-16.5625,-1.81,-1.65,2.31
536,46.8125,2.1875,-16.5625,-1.07,-2.06,0.2
537,46.6875,2.3125,-16.625,-1.7,-2.14,-0.3
538,46.75,2.3125,-16.625,-0.85,-0.87,1.09
539,46.8125,2.3125,-16.5,0.66,-1.12,-1.22
540,46.75,2.375,-16.375,-0.44,-1.0,-1.13
541,46.6875,2.375,-16.3125,6.1,0.92,-1.39
542,46.5625,2.4375,-16.3125,-0.91,0.49,4.93
543,46.1875,2.25,-16.4375,4.19,-0.59,-3.26
544,45.625,2.5625,-16.5625,3.51,1.43,-0.77
545,44.75,2.625,-16.6875,0.74,3.05,1.38
546,42.8125,2.8125,-16.75,3.16,0.85,-2.4
547,41.625,2.75,-16.6875,2.46,1.74,-2.58
548,40.4375,2.6875,-16.5625,-0.84,3.84,4.32
549,39.125,2.625,-16.4375,0.75,1.63,0.42
550,37.75,2.5,-16.375,0.59,-0.4,-0.9
551,36.25,2.5,-16.4375,-2.2,1.6,2.35
552,34.75,2.75,-16.5,2.43,-2.23,-2.25
553,33.25,2.875,-16.625,2.11,2.44,0.49
554,31.6875,2.9375,-16.625,2.27,0.82,-1.1
555,30.125,2.875,-16.5625,-1.42,0.29,1.69
556,27.0625,3.1875,-16.1875,3.5,0.94,-1.27
557,25.4375,3.25,-16.0625,1.56,0.22,-1.15
558,23.75,3.1875,-16.0625,-0.56,-0.62,0.08
559,22.125,3.3125,-16.0625,-0.31,0.99,0.57
560,20.375,3.375,-16.125,1.79,3.14,1.59
561,18.6875,3.375,-16.125,-0.18,-1.84,-1.06
562,17.0,3.375,-16.125,-1.26,1.01,2.05
563,15.3125,3.5625,-16.0,2.2,2.19,1.13
564,13.625,3.5,-15.6875,2.28,1.34,1.74
565,11.9375,3.5,-15.5,0.18,0.1,0.14
566,10.3125,3.4375,-15.375,0.37,2.23,0.28
567,8.625,3.3125,-15.375,-0.84,1.1,-0.38
568,7.0625,3.25,-15.375,1.28,-1.07,-0.6
569,3.8125,3.25,-15.5,0.96,1.07,-0.41
570,2.25,3.1875,-15.625,1.1,2.53,-0.53
571,0.75,3.125,-15.5625,1.3,0.57,1.13
572,359.25,2.9375,-15.4375,0.46,0.89,-0.82
573,357.75,2.8125,-15.3125,0.33,1.1,-0.32
574,356.25,2.6875,-15.1875,-1.78,-1.57,1.76
575,354.75,2.6875,-15.0625,0.61,-0.71,-0.94
576,353.1875,2.75,-15.0,0.76,1.46,-0.23
577,351.625,2.8125,-14.9375,1.65,1.2,-0.95
578,350.0,2.875,-15.0,-0.5,-0.26,0.11
579,348.4375,2.8125,-15.0625,0.21,1.82,-1.21
580,346.875,2.8125,-15.125,0.2,-0.06,0.37
581,345.3125,2.8125,-15.125,0.78,0.29,0.18
582,343.8125,2.875,-15.0,0.85,1.54,-0.5
583,340.6875,2.75,-14.6875,1.33,-0.16,-0.34
584,339.1875,2.6875,-14.5,0.18,-0.28,-0.54
585,337.625,2.5625,-14.4375,1.63,0.64,-0.48
586,336.0,2.4375,-14.4375,-0.12,0.46,-0.05
587,334.4375,2.375,-14.4375,-2.16,-3.28,-0.21
588,331.375,2.4375,-14.4375,0.35,1.32,-1.25
589,330.0625,2.375,-14.4375,-3.63,-3.0,2.34
590,328.875,2.375,-14.3125,-0.24,-1.46,0.14
591,327.8125,2.375,-14.1875,-1.23,-0.64,1.49
592,326.8125,2.375,-14.0625,-1.27,-0.46,-0.28
593,325.8125,2.375,-13.875,0.3,0.11,-0.02
594,324.9375,2.25,-13.6875,-1.37,-1.1,-0.3
595,324.1875,2.1875,-13.625,-0.59,0.33,0.26
596,323.4375,2.125,-13.5,-3.16,-1.29,0.5
597,322.75,2.0625,-13.375,0.03,6.02,-0.03
598,322.0625,2.0625,-13.25,-0.08,-3.93,-1.28
599,321.4375,2.1875,-13.375,-0.13,2.63,1.18
600,320.8125,2.3125,-13.375,-0.39,-1.55,-0.81
601,320.0,2.375,-13.3125,0.21,-0.81,0.37
602,319.25,2.4375,-13.125,-0.51,-2.78,-1.51
603,318.9375,2.25,-13.0,-1.4,0.84,3.08
604,318.0625,2.1875,-12.9375,1.06,-0.11,1.49
605,317.625,2.4375,-13.125,-0.22,-2.22,-3.85
606,317.1875,2.5,-13.0625,1.05,4.29,-4.23
607,316.9375,2.5625,-12.9375,-0.12,-3.91,-1.88
608,316.6875,2.3125,-12.75,-0.36,-2.79,-2.33
609,316.375,2.5625,-12.75,-2.31,0.19,1.71
610,316.25,2.6875,-12.9375,-0.2,-0.89,0.85
611,316.125,2.875,-12.8125,0.2,-0.69,-1.33
612,316.0625,2.8125,-12.75,-1.94,-0.78,1.59
613,316.0,2.625,-12.6875,-1.44,-0.53,0.41
614,315.9375,2.4375,-12.6875,-0.36,-2.72,-2.21
615,315.8125,2.5,-12.8125,-1.36,-0.68,2.75
616,315.75,2.5625,-12.9375,-0.48,0.07,-0.47
617,315.75,2.5625,-13.1875,-1.35,-1.79,1.25
618,315.8125,2.5625,-13.25,0.01,-0.49,1.05
619,315.9375,2.625,-13.3125,5.35,8.37,-4.33
620,316.0,2.6875,-13.1875,-0.18,10.36,5.29
621,316.0625,2.75,-13.3125,-4.15,-8.26,-1.4
622,316.0625,2.4375,-13.375,-0.68,1.82,-0.59
623,316.0625,2.4375,-13.1875,-0.87,-2.41,1.37
624,316.0,2.625,-13.1875,0.48,-0.04,-0.64
625,316.0,2.75,-13.1875,-1.15,-1.82,0.51
626,315.9375,2.8125,-13.125,1.2,-0.95,0.24
627,315.9375,2.875,-13.0625,-0.02,-1.84,-1.78
628,315.9375,2.6875,-13.0625,-1.52,-0.7,1.29
629,316.0,2.4375,-13.1875,0.03,-1.82,-0.44
630,316.0,2.375,-13.1875,-0.38,0.36,-0.54
631,315.9375,2.5,-13.25,-0.89,0.24,1.39
632,315.875,2.5625,-13.4375,0.44,-1.37,0.52
633,315.9375,2.5625,-13.5,-1.26,-1.71,-0.94
634,315.9375,2.6875,-13.4375,2.8,-0.59,0.08
635,315.9375,2.6875,-13.375,2.23,-0.88,-0.64
636,315.875,2.4375,-13.375,-2.61,-0.2,2.32
637,315.6875,2.375,-13.3125,-0.5,-3.42,-2.4
638,315.5,2.5625,-13.375,-1.55,-2.43,1.07
639,315.4375,2.625,-13.5,0.01,-1.16,1.16
640,315.5625,2.625,-13.5,1.08,-0.52,-1.21
641,315.8125,2.5,-13.375,0.6,-2.5,-1.53
642,315.9375,2.4375,-13.3125,-0.27,1.37,2.05
643,315.8125,2.375,-13.5,-0.61,1.78,1.52
644,315.8125,2.5625,-13.8125,-1.82,-1.48,-0.01
645,315.8125,2.6875,-13.875,0.68,-0.91,0.15
646,315.9375,2.8125,-13.875,-4.6,0.78,5.83
647,315.9375,2.625,-13.75,-3.41,-0.29,2.85
648,315.9375,2.0,-13.8125,-0.83,-1.13,-1.14
649,315.9375,1.9375,-13.8125,-1.41,-0.33,0.59
650,315.6875,2.1875,-14.0,-0.53,-2.76,-1.12
651,315.75,2.3125,-14.0,0.92,1.74,2.79
652,315.9375,2.1875,-13.875,0.23,-3.96,-2.05
653,315.9375,2.1875,-13.8125,0.45,0.82,0.08
654,315.8125,2.25,-13.875,-1.58,-0.12,1.16
655,315.625,2.5,-13.9375,-1.86,0.56,1.74
656,315.5625,2.6875,-13.875,-0.74,-3.61,-2.55
657,315.6875,2.75,-13.625,4.78,-0.45,-2.22
658,315.8125,2.5625,-13.5625,-2.5,1.21,4.91
659,315.75,2.25,-13.625,-1.82,-1.78,0.87
660,315.5,2.3125,-13.6875,16.3,7.38,-1.12
661,315.1875,3.0625,-13.375,10.4,4.91,-6.42
662,314.125,3.4375,-13.3125,8.29,2.86,-4.48
663,312.5,3.25,-13.3125,4.91,5.29,-2.94
664,310.625,2.8125,-13.4375,2.45,1.94,-2.64
665,308.6875,2.5625,-13.3125,1.98,3.66,0.33
666,306.625,2.5625,-13.1875,1.67,6.49,-3.5
667,304.4375,2.625,-13.0625,4.04,-0.95,-2.25
668,302.25,2.625,-13.0625,2.07,2.22,-1.1
669,299.9375,2.3125,-13.0625,1.98,1.26,-0.74
670,295.5,2.125,-13.125,2.98,5.01,-1.03
671,293.3125,2.1875,-13.1875,3.38,2.93,-1.28
672,291.125,2.0,-13.0625,1.47,0.32,-0.95
673,288.875,1.8125,-12.8125,-1.12,1.3,0.53
674,286.8125,1.75,-12.75,3.67,4.71,-1.16
675,284.625,1.9375,-12.8125,0.0,-1.02,-1.91
676,282.4375,1.75,-12.75,0.11,0.16,0.28
677,280.25,1.8125,-12.9375,2.25,5.12,-1.51
678,278.1875,1.9375,-12.9375,2.85,3.19,-3.53
679,276.125,1.875,-13.0,2.33,-2.9,-0.58
680,272.0625,1.1875,-12.9375,-0.36,2.94,0.99
681,270.1875,0.8125,-12.9375,2.36,3.72,-0.27
682,268.375,0.75,-13.0,2.11,-1.34,-0.39
683,266.375,0.625,-13.0625,1.09,1.57,-1.4
684,264.4375,0.4375,-13.3125,0.06,0.85,0.66
685,262.625,0.375,-13.5,1.89,1.01,-0.78
686,260.75,0.3125,-13.4375,0.62,0.0,0.59
687,258.875,0.25,-13.375,2.34,0.14,-1.0
688,257.0,0.3125,-13.1875,2.81,1.99,-2.19
689,255.125,0.375,-13.125,-0.15,0.42,0.49
690,253.125,0.3125,-13.1875,0.7,1.16,-0.24
691,251.1875,0.1875,-13.375,0.65,1.64,-0.23
692,247.5,0.125,-13.6875,2.84,1.44,-1.31
693,245.6875,0.0,-13.8125,1.38,0.83,-2.07
694,243.9375,-0.25,-13.8125,1.4,-0.25,1.0
695,242.25,-0.3125,-13.8125,-0.6,-5.0,-2.92
696,240.6875,-0.5,-13.625,-2.18,-0.72,2.52
697,239.25,-0.625,-13.6875,0.0,-0.1,-1.84
698,238.0,-0.5625,-13.6875,0.3,0.25,-1.22
699,236.8125,-0.5625,-13.875,-2.95,-3.5,1.29
700,235.6875,-0.625,-14.0,-0.4,1.21,-0.72
701,233.9375,-0.5,-14.25,-0.65,-2.79,0.0
702,233.1875,-0.6875,-14.1875,-0.89,-0.32,1.41
703,231.9375,-0.8125,-14.0625,-0.04,1.27,-1.21
704,229.9375,-1.0625,-14.1875,-2.81,0.4,-0.09
705,229.3125,-0.875,-14.4375,-2.42,-2.12,1.35
706,228.625,-1.125,-14.375,0.53,-0.3,0.24
707,228.3125,-1.125,-14.1875,0.75,-3.22,-0.67
708,227.75,-1.0625,-14.4375,-0.06,-0.33,1.83
709,227.625,-1.0,-14.625,0.62,2.78,-1.59
710,227.5,-1.0,-14.75,-0.53,-2.74,-1.87
711,227.375,-1.0625,-14.6875,-1.77,0.35,4.01
712,227.3125,-1.1875,-14.5,1.05,-2.96,-2.19
713,227.3125,-1.1875,-14.3125,0.4,-1.14,-0.45
714,227.25,-1.125,-14.1875,-0.42,-2.95,-0.45
715,227.0,-1.1875,-14.1875,-0.39,-1.14,1.92
716,226.875,-1.125,-14.3125,0.74,-1.4,-1.29
717,226.8125,-1.0625,-14.4375,3.49,2.05,2.81
718,226.75,-1.0,-14.4375,1.79,-2.6,-1.86
719,226.625,-0.875,-14.375,2.06,1.23,0.85
720,226.25,-0.75,-14.1875,2.32,0.95,-2.24
721,225.6875,-0.5625,-14.125,4.77,2.11,-2.76
722,224.6875,-0.8125,-14.25,-2.89,0.35,2.86
723,223.6875,-1.0625,-14.375,1.82,1.78,-0.54
724,222.625,-0.9375,-14.5625,2.84,3.45,-0.93
725,220.1875,-1.0625,-14.9375,2.94,0.54,-1.15
726,218.875,-1.1875,-15.0,0.71,1.69,0.73
727,217.5625,-1.25,-15.0,-0.26,3.94,-0.67
728,216.125,-1.1875,-15.0,3.44,-1.84,0.77
729,214.6875,-1.0,-14.9375,1.67,-0.37,-0.32
730,213.125,-1.0,-15.0,3.26,-0.42,-1.01
731,211.5625,-1.0,-15.125,2.17,1.36,0.44
732,210.0,-0.875,-15.3125,0.38,0.06,0.63
733,206.6875,-0.625,-15.6875,2.94,1.8,0.42
734,205.0,-0.5,-15.625,1.86,-1.0,-1.42
735,203.25,-0.4375,-15.5625,4.32,1.8,-2.48
736,201.5,-0.5625,-15.5625,1.11,0.22,1.31
737,199.75,-0.6875,-15.5,-0.45,-3.01,-2.39
738,197.9375,-0.75,-15.5,2.47,3.19,1.85
739,196.1875,-0.5625,-15.6875,2.67,1.02,-1.22
740,194.3125,-0.375,-15.6875,2.55,-2.44,-2.75
741,192.4375,-0.4375,-15.8125,-0.31,1.01,1.08
742,190.625,-0.5625,-15.9375,2.56,2.1,-1.51
743,188.9375,-0.5625,-15.9375,0.38,-1.71,-0.18
744,187.125,-0.5625,-15.6875,3.55,-2.14,-2.59
745,185.4375,-0.5625,-15.5,1.65,0.76,-1.88
746,183.625,-0.5,-15.4375,0.91,1.81,1.13
747,180.125,-0.75,-15.6875,0.98,2.49,-0.94
748,178.375,-0.875,-15.875,0.94,2.25,-1.75
749,176.625,-0.9375,-16.1875,0.67,2.14,1.52
750,174.9375,-1.0625,-16.4375,-0.42,0.47,1.72
751,173.4375,-0.9375,-16.375,1.96,-0.42,-0.7
752,170.125,-0.875,-16.3125,1.96,0.51,0.54
753,168.4375,-0.9375,-16.3125,0.95,-0.4,0.05
754,166.75,-0.875,-16.375,0.61,0.28,0.38
755,165.0,-0.75,-16.4375,2.45,1.57,-0.03
756,163.1875,-0.625,-16.5625,2.4,-0.6,-1.3
757,161.4375,-0.5625,-16.75,0.39,-0.48,0.02
758,159.6875,-0.5,-16.9375,3.4,0.99,-0.18
759,157.9375,-0.5,-17.0625,1.61,0.8,-0.47
760,156.25,-0.6875,-17.125,0.03,1.25,2.0
761,154.625,-1.0625,-17.125,-4.37,-1.13,6.62
762,153.0,-1.0,-17.1875,1.2,-0.11,-0.05
763,151.5,-1.0625,-17.25,-0.07,-4.41,-3.67
764,150.0625,-0.875,-17.1875,0.32,3.24,2.61
765,147.5,-0.6875,-17.375,-1.16,-0.66,0.82
766,146.375,-0.625,-17.5,-0.33,-1.13,0.29
767,145.4375,-0.4375,-17.5625,0.6,-0.83,0.32
768,144.5,-0.3125,-17.5625,0.04,1.53,-0.8
769,143.6875,-0.3125,-17.5,1.36,-0.18,-0.71
770,142.375,-0.625,-17.25,-1.89,-0.8,1.53
771,141.75,-0.6875,-17.25,-0.91,-2.29,-1.89
772,141.1875,-0.5625,-17.25,1.3,0.56,0.89
773,140.625,-0.375,-17.25,-0.29,-1.93,-0.51
774,140.125,-0.3125,-17.4375,0.45,-0.07,0.37
775,139.75,-0.3125,-17.5625,-0.43,-1.5,-0.09
776,139.375,-0.3125,-17.625,-0.18,0.63,2.04
777,139.0625,-0.25,-17.625,0.19,-1.18,-0.96
778,138.75,-0.25,-17.5625,-0.09,-1.07,-0.2
779,138.625,-0.3125,-17.4375,1.12,-0.85,-0.35
780,138.4375,-0.25,-17.375,-1.05,-0.97,1.43
781,138.1875,-0.3125,-17.375,-0.9,-2.01,-0.36
782,137.9375,-0.3125,-17.4375,-0.35,-2.22,0.41
783,137.5625,-0.0625,-17.75,0.53,1.5,0.69
784,137.4375,0.0,-17.875,1.14,-0.85,-0.51
785,137.3125,0.0,-17.875,-0.18,-1.23,-0.07
786,137.1875,0.0,-17.875,-1.31,-0.41,1.81
787,137.125,0.0,-17.75,0.36,-1.82,-0.24
788,137.125,0.0,-17.625,1.35,0.77,0.84
789,136.9375,-0.0625,-17.5625,-0.94,-0.92,1.96
790,136.8125,-0.125,-17.625,-0.54,-3.27,-0.21
791,136.6875,0.0,-17.6875,-0.24,-2.26,0.13
792,136.5625,0.125,-17.875,2.48,-1.77,0.12
793,136.5,0.375,-17.8125,-0.62,-2.57,-1.26
794,136.5,0.3125,-17.6875,-1.26,-2.64,0.18
795,136.5625,0.25,-17.625,1.98,-2.71,-1.45
796,136.625,0.25,-17.5,0.1,-1.31,-0.42
797,136.4375,0.1875,-17.625,-1.67,-2.43,1.99
798,136.3125,0.3125,-17.6875,-0.91,-2.4,0.39
799,136.25,0.5,-17.8125,-1.07,-3.89,1.43
800,136.25,0.5625,-17.75,-0.55,-2.61,0.61
801,136.5,0.625,-17.4375,1.4,-3.1,-0.74
802,136.5625,0.5625,-17.375,-1.02,-3.63,-0.49
803,136.125,0.6875,-17.5,-1.4,-1.95,-0.44
804,136.0,0.875,-17.625,0.67,-4.6,-1.48
805,136.25,0.9375,-17.375,1.06,-1.23,1.52
806,136.125,1.125,-17.625,-1.0,0.19,1.37
807,136.4375,1.1875,-17.25,5.39,-3.17,-1.81
808,136.375,0.875,-17.375,-0.64,-1.56,1.45
809,136.125,0.9375,-17.5625,3.05,2.67,-4.1
810,136.375,0.9375,-17.5,0.89,1.03,5.48
811,136.5,0.5,-17.625,-0.83,0.0,0.53
812,136.4375,0.5,-17.6875,-1.79,-1.46,0.62
813,136.4375,0.5,-17.5625,-0.42,-2.56,0.28
814,136.5625,0.6875,-17.375,1.17,0.56,-1.04
815,136.3125,0.4375,-17.5625,-3.36,-1.69,5.8
816,136.375,0.3125,-17.75,-1.92,0.92,1.03
817,136.4375,0.4375,-17.6875,1.49,0.87,1.28
818,136.5625,0.625,-17.625,1.95,-1.05,0.53
819,136.5625,0.6875,-17.5,4.19,-0.44,-2.93
820,136.375,0.4375,-17.5625,-2.27,-0.63,44.24
821,136.25,0.4375,-17.625,-1.14,1.85,0.75
822,136.25,0.4375,-17.5625,-1.92,-5.06,-1.84
823,136.4375,0.4375,-17.375,2.25,1.52,-0.96
824,136.4375,0.5625,-17.1875,6.83,3.62,0.89
825,136.0,0.8125,-17.25,4.21,4.03,-1.86
826,135.0,0.9375,-17.3125,6.47,5.0,-1.07
827,133.625,1.25,-17.3125,7.15,3.71,-4.94
828,131.9375,1.5625,-17.25,6.17,4.73,-1.87
829,127.5625,1.5625,-17.25,-0.92,0.41,1.38
830,125.1875,1.1875,-17.3125,3.59,2.79,-1.06
831,122.875,1.125,-17.5,6.13,1.56,-2.09
832,120.625,1.4375,-17.5,4.21,2.03,-2.9
833,115.875,1.5625,-17.3125,2.72,0.54,1.13
834,113.5,1.5,-17.375,2.76,2.44,-0.26
835,111.1875,1.625,-17.375,2.85,1.56,1.01
836,108.8125,1.75,-17.3125,-1.38,-0.18,-0.66
837,106.5625,2.0625,-17.3125,1.77,0.46,-3.83
838,104.3125,2.4375,-17.25,3.7,-0.91,-3.62
839,102.0625,2.5625,-17.0,2.1,2.35,0.63
840,99.875,2.5,-17.0625,1.4,1.25,-0.11
841,97.625,2.4375,-17.125,-0.4,-0.52,-0.06
842,93.3125,2.125,-17.125,-0.83,1.72,-1.24
843,91.375,2.25,-17.25,2.71,3.04,-1.21
844,89.4375,2.1875,-17.25,3.66,0.6,-0.45
845,87.5,1.875,-17.25,-3.71,0.05,5.4
846,85.75,1.6875,-17.125,1.7,-1.62,1.73
847,84.0,1.75,-17.0,0.82,1.37,1.06
848,82.125,1.8125,-17.0,2.84,1.13,-0.71
849,80.25,2.0625,-17.0625,-0.47,-1.94,-0.02
850,78.3125,2.1875,-17.0625,0.83,2.37,-1.34
851,74.6875,2.4375,-17.1875,2.55,0.63,0.49
852,72.875,2.375,-17.125,-0.6,0.45,-0.26
853,71.1875,2.3125,-17.0,0.59,1.79,-0.36
854,69.5,2.25,-16.875,1.56,0.16,-0.93
855,67.8125,2.1875,-16.8125,-0.22,0.42,-0.55
856,66.125,2.1875,-16.875,0.72,0.29,0.35
857,64.4375,2.1875,-16.9375,1.3,-0.21,0.37
858,62.75,2.1875,-17.0,-1.76,-1.78,-0.4
859,61.0625,2.1875,-17.0625,-0.02,0.64,1.91
860,58.4375,2.25,-16.875,-1.83,-3.43,0.88
861,57.25,2.4375,-16.75,-1.09,-1.33,1.07
862,56.25,2.5625,-16.5625,-0.06,-1.28,0.01
863,55.25,2.625,-16.4375,-0.06,-2.78,-0.58
864,54.375,2.625,-16.4375,1.63,-1.0,-2.14
865,53.5,2.4375,-16.5625,-1.36,0.13,2.59
866,52.75,2.4375,-16.5625,0.11,-1.02,-1.37
867,52.0,2.4375,-16.625,-0.17,-0.71,-0.01
868,51.3125,2.375,-16.75,-0.65,-1.07,-0.74
869,50.75,2.1875,-16.75,-4.19,-1.11,0.33
870,50.3125,2.125,-16.625,0.53,1.52,1.37
871,49.9375,2.25,-16.5,1.34,-1.21,-1.76
872,49.625,2.375,-16.25,-1.47,1.01,0.65
873,49.25,2.375,-16.1875,-0.87,-1.73,-0.57
874,48.625,2.5,-16.375,-2.02,-0.93,1.45
875,48.375,2.625,-16.4375,-0.36,-0.1,-0.09
876,48.1875,2.8125,-16.5625,1.04,0.65,-0.23
877,48.0,2.8125,-16.5625,0.25,-1.38,-0.28
878,47.8125,2.75,-16.5,-0.77,-1.34,-0.64
879,47.6875,2.625,-16.5,-0.96,-0.86,0.3
880,47.625,2.5625,-16.4375,0.4,-1.15,-1.42
881,47.5,2.5,-16.375,-0.58,-1.23,-0.25
882,47.375,2.4375,-16.5,-0.79,-1.53,1.56
883,47.0625,2.4375,-16.5625,-1.22,-2.15,-0.06
884,46.875,2.5625,-16.625,-1.81,-1.91,0.45
885,46.875,2.6875,-16.625,-1.24,-0.83,-326.57
886,46.875,2.75,-16.5625,-0.42,-0.94,0.52
887,46.8125,2.75,-16.375,1.74,-1.05,-1.37
888,46.8125,2.8125,-16.25,0.42,-3.27,-2.37
889,46.6875,2.6875,-16.1875,1.85,-0.57,-2.56
890,46.625,2.5625,-16.3125,0.98,0.16,0.7
891,46.3125,2.6875,-16.375,3.69,0.13,-1.82
892,45.125,2.9375,-16.6875,1.98,1.97,-0.03
893,44.375,3.0625,-16.75,2.01,1.36,0.16
894,43.5,3.125,-16.6875,1.83,1.59,-1.63
895,42.5,3.0625,-16.625,3.37,2.06,-2.77
896,41.375,2.9375,-16.5,2.55,0.24,-3.03
897,40.1875,2.9375,-16.375,1.07,0.27,-0.42
898,38.875,2.8125,-16.375,-0.15,0.84,-0.11
899,37.5,2.875,-16.3125,1.49,0.18,-0.42
900,36.0625,2.9375,-16.4375,0.09,-1.14,-0.41
901,33.3125,3.1875,-16.5625,2.96,1.63,0.65
902,31.8125,3.0625,-16.5,0.87,1.24,-0.65
903,28.9375,3.4375,-16.1875,2.69,-1.43,-1.21
904,24.1875,3.5,-16.0,-1.01,2.85,0.75
905,22.625,3.625,-16.0,2.21,-0.37,0.72
906,19.3125,3.6875,-16.0625,0.12,0.18,-0.99
907,16.4375,3.75,-15.8125,-3.78,5.0,5.57
908,13.0,3.375,-15.5,2.06,-1.79,-3.88
909,11.9375,3.375,-15.3125,0.18,1.84,-2.1
910,10.75,3.375,-15.25,2.27,0.53,-2.08
911,9.625,3.5625,-15.1875,1.57,0.61,-0.36
912,8.4375,3.5625,-15.1875,-2.09,-1.07,1.36
913,6.0,3.5,-15.3125,1.29,1.54,-0.28
914,4.8125,3.5625,-15.3125,0.86,0.98,-0.93
915,3.625,3.4375,-15.375,-0.24,0.43,-0.05
916,2.5,3.3125,-15.375,-0.54,1.32,0.71
917,1.3125,3.25,-15.1875,-0.47,-1.12,0.9
